Attribute,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
max,0.9,1.4,2,0.9,1.4,3,5.3,1.5,1.7,1.4,1.8,2.2,4.5,2.3,1.3,4.2
mean,0.5556,0.5583,0.5765,0.38,0.6381,0.6929,1.7,0.6091,0.9786,1.01,0.8571,0.7316,2.5385,1.4846,0.6909,1.2
std. dev.,0.1917,0.3728,0.4265,0.2142,0.2837,0.8325,2.1417,0.4275,0.4423,0.3479,0.5095,0.4643,1.1801,0.552,0.391,1.2823
,,,,,,,,,,,,,,,,
2015 Estimate; OCCUPANTS PER ROOM - Occupied housing units - 1.01 to 1.,,,,,,,,,,,,,,,,
value,1.2498,1.501,1.4583,1.0311,2.0499,1.5872,1.0882,1.6964,2.284,1.9514,2.0883,1.8238,4.3967,5.0976,1.9357,3.5095
min,0.6,1,0.4,0.5,0.7,0.6,0.1,0.6,0.8,0.3,1.2,0.8,1.8,1.5,0.9,0.9
max,2.3,2.6,5.6,1.6,5.5,3.8,1.7,2.6,3.6,3.7,3.9,3.5,6.8,7.9,3,10.8
mean,1.25,1.5083,1.4353,1.03,2.0333,1.5857,1.0857,1.7,2.2643,1.94,2.0857,1.8211,4.4154,5.0769,1.9364,3.5267
std. dev.,0.4062,0.4144,1.1352,0.3246,1.1972,0.8502,0.5786,0.5707,0.9153,1.2385,0.7754,0.7223,1.5399,2.251,0.7032,3.2378
,,,,,,,,,,,,,,,,
2015 Estimate; OCCUPANTS PER ROOM - Occupied housing units - 1.00 or le,,,,,,,,,,,,,,,,
value,98.2169,97.9388,97.9532,98.5777,97.3038,97.7214,97.2407,97.7185,96.7486,97.0363,97.0457,97.4376,93.0926,93.4148,97.369,95.317
min,96.9,97.2,92.4,97.5,93.6,93.3,93.8,96,95.1,94.9,94.3,95.9,88.9,90.6,95.7,85.9
max,99.1,98.8,99.3,99.3,98.8,99.2,99.2,99.1,98.9,98.8,98.6,98.7,97.5,97.7,98.8,99.1
mean,98.2167,97.9333,97.9824,98.585,97.319,97.7214,97.2286,97.7045,96.7714,97.05,97.0429,97.4421,93.0615,93.4385,97.3727,95.2933
std. dev.,0.5565,0.5399,1.5034,0.4332,1.3801,1.4423,1.8652,0.8465,1.2419,1.5558,1.1972,0.7719,2.6638,2.6999,1.013,4.4631
,,,,,,,,,,,,,,,,
2015 Estimate; MORTGAGE STATUS - Owner-occupied units - Housing units w,,,,,,,,,,,,,,,,
value,31.3845,34.8111,37.2184,39.0898,29.932,34.1758,38.2557,44.7369,31.3802,33.4995,38.9023,39.0382,29.9092,31.7324,37.0912,47.7312
min,26,28.1,30.2,34,23.5,28.4,27.2,37.6,23.9,29.6,31.4,28.8,20.9,27.8,29.5,40.2
max,35.5,38.9,47.4,46.9,37.7,41,53.6,52,42.4,38.1,50.1,49.7,35.2,38.8,44.7,59.2
mean,31.3889,34.8077,37.1789,39.0619,29.9,34.2214,38.1857,44.7455,31.4357,33.48,38.9,39.0261,29.9769,31.7692,37.15,47.8294
std. dev.,2.3706,3.2999,4.1287,3.2247,3.9557,4.4529,8.8112,4.8421,6.0299,2.5999,5.4743,5.0914,4.3361,3.8984,5.3626,5.7791
,,,,,,,,,,,,,,,,
2015 Estimate; MORTGAGE STATUS - Owner-occupied units - Housing units w,,,,,,,,,,,,,,,,
value,68.6155,65.1889,62.7816,60.9102,70.068,65.8242,61.7443,55.2631,68.6198,66.5005,61.0977,60.9618,70.0908,68.2676,62.9088,52.2688
min,64.5,61.1,52.6,53.1,62.3,59,46.4,48,57.6,61.9,49.9,50.3,64.8,61.2,55.3,40.8
max,74,71.9,69.8,66,76.5,71.6,72.8,62.4,76.1,70.4,68.6,71.2,79.1,72.2,70.5,59.8
mean,68.6111,65.1923,62.8211,60.9381,70.1,65.7786,61.8143,55.2545,68.5643,66.52,61.1,60.9739,70.0231,68.2308,62.85,52.1706
std. dev.,2.3706,3.2999,4.1287,3.2247,3.9557,4.4529,8.8112,4.8421,6.0299,2.5999,5.4743,5.0914,4.3361,3.8984,5.3626,5.7791
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING TENURE - Occupied housing units - Renter-occupie,,,,,,,,,,,,,,,,
value,35.4052,31.195,33.5155,32.6363,33.9165,38.1038,40.5983,34.4363,39.8421,43.2314,42.5681,35.457,43.3467,43.3315,43.8395,30.5969
min,29.4,24.2,26.8,27.6,25.9,31.6,35.8,29.2,35.3,39.5,36.1,22.7,32.6,35.8,37.1,24
max,41.1,34.7,38.8,37.7,39.5,45.5,44.8,45.3,44,49.6,47.8,45.4,52.1,51.8,50.5,38.1
mean,35.3722,31.2538,33.4684,32.6476,33.9045,38.0714,40.5857,34.4727,39.8,43.2364,42.6214,35.3174,43.4692,43.3231,43.9385,30.6235
std. dev.,3.1587,3.3884,3.0094,3.0898,3.2378,4.8314,3.3279,3.9861,2.6702,3.1481,4.1734,4.1563,5.8367,4.482,5.0312,4.1223
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING TENURE - Occupied housing units - Owner-occupied,,,,,,,,,,,,,,,,
value,64.5948,68.805,66.4845,67.3637,66.0835,61.8962,59.4017,65.5637,60.1579,56.7686,57.4319,64.543,56.6533,56.6685,56.1605,69.4031
min,58.9,65.3,61.2,62.3,60.5,54.5,55.2,54.7,56,50.4,52.2,54.6,47.9,48.2,49.5,61.9
max,70.6,75.8,73.2,72.4,74.1,68.4,64.2,70.8,64.7,60.5,63.9,77.3,67.4,64.2,62.9,76
mean,64.6278,68.7462,66.5316,67.3524,66.0955,61.9286,59.4143,65.5273,60.2,56.7636,57.3786,64.6826,56.5308,56.6769,56.0615,69.3765
std. dev.,3.1587,3.3884,3.0094,3.0898,3.2378,4.8314,3.3279,3.9861,2.6702,3.1481,4.1734,4.1563,5.8367,4.482,5.0312,4.1223
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING TENURE - Average household size of renter-occupi,,,,,,,,,,,,,,,,
value,2.3275,2.3532,2.3376,2.2233,2.6486,2.259,2.3921,2.4732,2.4761,2.4067,2.5906,2.542,2.8503,3.019,2.5352,2.8152
min,2.08,2.05,2.08,1.99,2.3,1.91,2.22,2.25,1.93,2,2.43,2.22,2.55,2.35,2.33,2.23
max,2.65,2.87,3,2.5,3.3,2.82,2.61,2.73,2.97,2.82,2.83,2.88,3.25,3.49,2.84,3.65
mean,2.3267,2.3554,2.3316,2.2214,2.6459,2.2586,2.3914,2.4745,2.4733,2.4018,2.5914,2.54,2.85,3.0146,2.5354,2.8224
std. dev.,0.1485,0.2216,0.2067,0.1175,0.2597,0.2721,0.1216,0.1167,0.2563,0.2418,0.1104,0.1695,0.2221,0.3631,0.172,0.3691
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING TENURE - Average household size of owner-occupie,,,,,,,,,,,,,,,,
value,2.6843,2.655,2.594,2.5142,2.8237,2.6039,2.6624,2.5951,2.6925,2.7114,2.7894,2.6318,2.8881,2.9327,2.6093,2.704
min,2.52,2.51,2.37,2.38,2.56,2.39,2.51,2.34,2.34,2.5,2.55,2.41,2.5,2.38,2.46,2.18
max,2.84,3.1,3,2.64,3.73,2.96,2.71,2.79,2.96,3.02,3.34,2.99,3.3,3.33,2.85,3.82
mean,2.6839,2.6546,2.5921,2.5133,2.82,2.6029,2.6614,2.5968,2.6913,2.7109,2.7907,2.6317,2.8877,2.9277,2.61,2.7112
std. dev.,0.0871,0.1535,0.1435,0.0629,0.2761,0.1389,0.0722,0.1052,0.1676,0.193,0.1999,0.1421,0.2149,0.3417,0.1364,0.4862
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING OCCUPANCY - Total housing units - Vacant housing,,,,,,,,,,,,,,,,
value,10.7904,7.92,9.3485,11.295,9.3596,7.291,14.2713,13.4411,9.1342,8.9564,12.4101,13.1616,7.7605,8.8911,15.6122,22.8594
min,6.7,4.6,5.6,7.7,4.6,4.7,8.6,10.6,5,3.4,8.7,8.1,4,4.9,9.4,9.3
max,20.5,10.8,12.5,18.3,18,10.2,27,17,17.2,13.5,20.2,31,11.6,17.2,28.8,35.7
mean,10.8056,7.9538,9.3368,11.2762,9.3409,7.3071,14.1857,13.4545,9.18,8.8909,12.4357,13.213,7.7615,8.9462,15.6154,22.8294
std. dev.,4.031,1.8813,1.9253,2.6374,3.5945,2.0009,6.0853,1.8505,3.7865,2.7944,3.1473,4.5727,2.3712,3.611,4.8377,7.3827
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING OCCUPANCY - Total housing units - Occupied housi,,,,,,,,,,,,,,,,
value,89.2096,92.08,90.6515,88.705,90.6404,92.709,85.7287,86.5589,90.8658,91.0436,87.5899,86.8384,92.2395,91.1089,84.3878,77.1406
min,79.5,89.2,87.5,81.7,82,89.8,73,83,82.8,86.5,79.8,69,88.4,82.8,71.2,64.3
max,93.3,95.4,94.4,92.3,95.4,95.3,91.4,89.4,95,96.6,91.3,91.9,96,95.1,90.6,90.7
mean,89.1944,92.0462,90.6632,88.7238,90.6591,92.6929,85.8143,86.5455,90.82,91.1091,87.5643,86.787,92.2385,91.0538,84.3846,77.1706
std. dev.,4.031,1.8813,1.9253,2.6374,3.5945,2.0009,6.0853,1.8505,3.7865,2.7944,3.1473,4.5727,2.3712,3.611,4.8377,7.3827
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING OCCUPANCY - Rental vacancy rate,,,,,,,,,,,,,,,,
value,5.3962,4.7247,6.8706,6.8832,4.8631,4.9419,8.0863,8.3261,3.6286,6.5806,7.3733,7.7891,3.3299,3.8896,7.7126,11.3345
min,3.1,1.7,3.6,3.7,2.2,1.7,3.1,4.7,1.1,0.7,4.1,4.7,1.7,1.3,4,4.9
max,8.4,8,12.6,14.1,9.8,8.2,12.1,14.1,6.9,12.5,12.6,12.7,5.2,7.9,15.1,43
mean,5.3944,4.7308,6.8737,6.8476,4.9045,4.9643,8.1,8.3227,3.62,6.5091,7.3786,7.7609,3.3231,3.9,7.7077,11.4118
std. dev.,1.5821,1.609,2.0733,2.2171,1.9318,1.8037,2.9246,2.277,1.7064,3.0833,2.4693,2.5527,1.1069,1.6862,3.0007,9.3623
,,,,,,,,,,,,,,,,
2015 Estimate; HOUSING OCCUPANCY - Homeowner vacancy rate,,,,,,,,,,,,,,,,
value,1.5826,1.6175,1.5768,2.0109,1.6019,0.9873,1.6851,2.2227,1.1975,1.8429,2.0919,2.3169,1.0503,1.4485,3.1897,2.9236
min,0.5,0.8,0.4,1.1,0.7,0,0.7,0.5,0,0.8,0.1,0.9,0.3,0.2,0.2,1.7
max,3,3.4,2.5,3,2.7,2,2.4,3.8,2.2,3.7,4.8,4,1.8,2.3,7.2,6
mean,1.5833,1.6231,1.5684,2.0143,1.6091,0.9857,1.6857,2.2227,1.2,1.8364,2.1,2.3043,1.0462,1.4538,3.1846,2.9353
std. dev.,0.609,0.7552,0.6583,0.5561,0.5135,0.6443,0.6122,0.8343,0.6302,0.7749,1.0069,0.9028,0.4789,0.6398,2.1071,1.1989
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - Less than 15.0 percent,,,,,,,,,,,,,,,
value,11.3726,14.1096,14.9247,15.5004,12.5264,15.7707,11.801,15.0515,10.9173,11.8641,13.9323,12.0604,10.5204,10.6836,10.3391,11.4354
min,7.7,7.3,8.3,9.1,8.2,9.8,10.3,9.6,6.4,7.3,10.4,8.7,7.9,7.8,7.8,7.6
max,14.5,18.1,21.9,20.9,19,21.8,15.5,26.8,16.7,14.5,19.5,14.9,13.9,16,13.9,16.6
mean,11.3556,14.1385,14.9842,15.5143,12.5318,15.8357,11.8,15.1364,10.9667,11.8545,13.9143,12.0739,10.5308,10.6846,10.3462,11.4765
std. dev.,1.8299,2.8165,3.2016,2.9224,2.4066,3.249,1.8726,3.8088,2.6508,1.974,3.0849,1.7628,1.9427,2.3664,2.0847,2.4651
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 35.0 percent or more,,,,,,,,,,,,,,,
value,41.6695,36.6254,38.104,40.3498,38.5193,36.7913,42.3805,40.4374,44.3898,43.1776,38.3434,40.9404,45.1618,46.3188,46.178,43.7968
min,35.4,32.6,34.9,35.2,33.5,29.8,37.1,30.1,36.6,37.9,28.7,33.7,38.4,39.5,41,34.2
max,52.7,42.7,47.5,50.8,45.7,41.7,47.7,50.3,54.2,52,44.5,47.3,52.8,52.3,52.5,50.9
mean,41.6889,36.6,38.0947,40.3476,38.55,36.75,42.3714,40.3909,44.4,43.2,38.3357,40.9696,45.1692,46.3154,46.2385,43.7647
std. dev.,4.1006,2.6796,3.1853,3.9528,3.1807,3.3615,3.8183,4.9396,5.5945,4.7011,4.6502,4.125,4.3275,4.0081,3.9257,3.8221
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 30.0 to 34.9 percent,,,,,,,,,,,,,,,
value,9.8677,8.7479,8.5304,8.4217,9.2601,8.8225,9.3091,9.1783,8.3232,8.2433,8.9946,9.1214,9.3853,9.0424,9.0665,8.6107
min,8.4,5.9,5.2,6.7,5.9,5.7,8,5.8,4.6,5.2,6.5,4,6.8,7.4,6.3,2.8
max,12.8,11.8,13,10.6,11.5,12.5,10.4,11.9,10.3,9.9,12.2,12.3,11.9,10.5,15.2,12.1
mean,9.8778,8.7385,8.5211,8.4238,9.2364,8.8,9.3,9.1273,8.3,8.2455,9.0071,9.1261,9.3923,9.0308,9.0538,8.6294
std. dev.,1.0877,1.4728,1.7558,0.9549,1.4147,1.5497,0.7616,1.8939,1.9672,1.4446,1.5087,2.1115,1.5278,0.9656,2.1624,2.1734
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 25.0 to 29.9 percent,,,,,,,,,,,,,,,
value,12.3575,11.2927,11.3506,12.0592,12.3287,10.868,10.9975,10.8343,10.9768,10.7011,12.1764,11.8588,11.5559,10.9574,10.6986,11.2048
min,7.3,8,7.5,9.4,9.5,7.4,6.8,5.2,5.1,7.4,9.8,9.1,9.7,8.7,8.4,6.5
max,15.9,14.5,15.1,15.5,17.6,12.4,16.6,15.4,13.5,12.6,15.3,16.7,12.9,15.6,13.3,18.2
mean,12.3222,11.2846,11.3632,12.0429,12.3,10.8429,10.9857,10.8455,10.98,10.6909,12.2214,11.8304,11.5462,10.9538,10.6615,11.1647
std. dev.,2.1314,1.6822,2.0454,1.343,1.7736,1.5291,2.9891,2.5714,2.015,1.7097,1.7129,2.0399,1.0906,1.7539,1.3245,2.3935
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 20.0 to 24.9 percent,,,,,,,,,,,,,,,
value,12.7797,15.6318,13.3462,11.842,13.6414,13.6016,13.3873,11.8205,12.5199,12.7308,13.3937,12.8228,12.4429,12.2048,12.3174,12.7696
min,10.5,11.8,9.4,8.8,10.7,10.5,11.3,8.1,8.6,10.1,11.2,7.7,10.7,10.4,9.7,10
max,18.1,23,18.7,14.9,18,21.3,14.9,15.4,18.5,14.8,15.3,18.5,15.1,15.9,16.7,19.2
mean,12.8056,15.6077,13.3158,11.8333,13.6273,13.6286,13.4,11.8182,12.4733,12.7091,13.3643,12.7783,12.4308,12.2,12.3308,12.7824
std. dev.,1.6293,2.7995,2.3176,1.5021,1.5151,2.6363,1.3229,2.0051,2.4473,1.6813,1.3036,2.483,1.2552,1.54,2.0328,2.3247
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 15.0 to 19.9 percent,,,,,,,,,,,,,,,
value,11.9266,13.5697,13.7326,11.8266,13.7298,14.1818,12.1533,12.6693,12.9005,13.2914,13.1233,13.1881,10.9723,10.7854,11.4167,12.1654
min,8.1,9.3,8.9,8.6,9.9,9,7.5,8.1,7.9,10,8.8,7.7,8.4,8.8,8.4,9.7
max,16.7,18.2,17.6,14.2,18.3,17.9,14.2,17.8,19.8,17.3,17,18,13.4,13.4,14.7,14.7
mean,11.9222,13.6077,13.7105,11.8381,13.7591,14.1786,12.1714,12.6727,12.9067,13.3091,13.1214,13.213,10.9692,10.8077,11.3846,12.1647
std. dev.,2.0204,2.7035,2.5723,1.6928,2.253,2.3129,2.2194,2.0695,2.7925,1.9165,2.1076,2.6116,1.378,1.4677,2.124,1.5099
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT - Occupied units paying rent - Less than $500,,,,,,,,,,,,,,,,
value,11.456,11.7149,16.2376,17.8832,7.772,11.6099,10.1465,17.7709,6.1739,7.7263,12.4729,12.1142,5.4013,8.5977,7.7088,11.1575
min,6.9,5.5,8.5,10.8,4.2,6.2,7.6,9.2,3.8,3.2,8.1,5.7,3.3,5,2.8,5.4
max,19,18.6,22.4,30.4,12.7,14.9,17.2,28.5,16,15.2,23.4,19,9.8,11.6,12.1,24.2
mean,11.3944,11.7,16.2737,17.8381,7.775,11.5857,10.1,17.8182,6.1643,7.7091,12.5286,12.15,5.4,8.6,7.7,11.2
std. dev.,3.1668,3.2855,3.8966,4.4968,2.3726,2.7035,3.2696,5.1172,3.0401,3.534,4.9525,3.541,1.9583,2.1604,3.2759,6.0664
,,,,,,,,,,,,,,,,
2015 Estimate; GROSS RENT - Occupied units paying rent - $500 to $999,,,,,,,,,,,,,,,,
value,35.4103,54.4057,61.6354,61.1547,43.8384,58.909,53.9715,60.9803,36.6896,50.7153,55.0165,60.1549,14.5906,48.1216,50.6435,50.8678
min,16.8,41,51.1,49,31.7,51.5,39.6,54.6,19.7,32.2,41.9,45.1,7.9,30.3,38.3,37.7
max,58.8,65.9,73.5,71,57,68.8,65.7,67.7,63.4,66.6,65.6,71.9,19.3,61.3,63.7,67.7
mean,35.3444,54.3583,61.7158,61.1762,43.845,58.9,54.1,60.9227,36.7714,50.7909,55.0071,60.0591,14.6462,48.1667,50.7692,51.02
std. dev.,9.9085,6.675,6.437,4.805,6.6571,4.6363,8.785,4.0379,14.3336,9.6331,6.7848,6.303,3.5449,8.2979,7.76,9.5907
,,,,,,,,,,,,,,,,
"2015 Estimate; GROSS RENT - Occupied units paying rent - $3,000 or more",,,,,,,,,,,,,,,,
value,0.8326,0.3469,0.3238,0.5146,0.8808,0.5823,0.4002,0.2974,1.0585,0.6317,0.4401,0.2586,5.6555,0.417,0.4313,0.753
min,0.1,0,0,0,0,0,0,0,0.2,0,0,0,1.2,0,0,0
max,3.6,1,1,1.4,2.4,2.1,0.7,3.1,3,1.3,1.5,1.6,12.2,0.8,1.4,3.2
mean,0.8333,0.35,0.3211,0.519,0.875,0.5929,0.4,0.3045,1.0571,0.6364,0.4357,0.2591,5.6385,0.4167,0.4231,0.74
std. dev.,0.7889,0.3606,0.2936,0.397,0.704,0.6281,0.2708,0.6608,0.8382,0.4032,0.4517,0.3813,3.3298,0.2657,0.4549,1.0077
,,,,,,,,,,,,,,,,
"2015 Estimate; GROSS RENT - Occupied units paying rent - $2,500 to $2,9",,,,,,,,,,,,,,,,
value,1.0598,0.4186,0.1854,0.3641,0.5742,0.3476,0.2875,0.2858,1.3928,0.7085,0.325,0.1801,6.3724,0.565,0.476,0.5122
min,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0
max,4.4,1.2,0.7,1,1.7,1.2,0.5,1.9,2.5,1.8,0.8,0.8,13.1,2.6,1.1,1.9
mean,1.0722,0.425,0.1842,0.3667,0.58,0.3429,0.2857,0.2818,1.3857,0.7091,0.3214,0.1818,6.3538,0.5583,0.4769,0.52
std. dev.,1.1113,0.4115,0.2387,0.344,0.4742,0.348,0.1952,0.4382,0.902,0.5243,0.294,0.213,2.8251,0.6999,0.3919,0.5414
,,,,,,,,,,,,,,,,
"2015 Estimate; GROSS RENT - Occupied units paying rent - $2,000 to $2,4",,,,,,,,,,,,,,,,
value,3.7141,1.2171,0.857,0.8946,2.3936,1.4241,2.0712,0.8869,5.6121,2.6118,1.0768,1.0055,13.3244,2.1351,1.6445,1.4621
min,1.1,0,0,0.2,0.3,0,1.1,0,1,0.6,0.1,0.2,8.7,0.1,0.1,0
max,9.6,2.8,2.5,2.5,4,4.8,5.2,2.3,10.1,4.2,2.9,2.6,20.5,6.6,3.1,3.6
mean,3.7444,1.2167,0.8526,0.8905,2.385,1.4357,2.0571,0.8909,5.6214,2.6182,1.0714,1.0136,13.2923,2.125,1.6462,1.4667
std. dev.,2.413,1.0667,0.5891,0.5629,1.0419,1.1626,1.4117,0.6676,2.855,1.1669,0.7363,0.6174,2.9273,1.7025,0.9404,0.9817
,,,,,,,,,,,,,,,,
"2015 Estimate; GROSS RENT - Occupied units paying rent - $1,500 to $1,9",,,,,,,,,,,,,,,,
value,11.8497,5.2549,3.0203,2.9381,10.084,5.1282,6.5268,2.8032,15.3681,8.4175,5.1575,3.9906,24.8513,9.6632,7.7404,7.0132
min,5.1,2.1,0.7,0.9,3.7,0.3,4,0.2,2,4.2,0.2,1.1,19.9,3.6,2.9,1.3
max,21.5,12,5.4,5.7,16,12.8,12.5,7.6,25,16.7,8.5,8,31.7,18.1,13.4,12.9
mean,11.9167,5.275,3,2.9381,10.06,5.1214,6.5143,2.8227,15.3,8.4364,5.1714,4.0273,24.8308,9.6417,7.7462,6.9533
std. dev.,4.7607,2.923,1.3482,1.1998,3.4433,3.0962,2.8974,1.8845,6.3692,3.65,2.307,1.8494,3.4393,4.3536,3.1921,3.9397
,,,,,,,,,,,,,,,,
"2015 Estimate; GROSS RENT - Occupied units paying rent - $1,000 to $1,4",,,,,,,,,,,,,,,,
value,35.6976,26.6424,17.7514,16.2598,34.4822,21.9973,26.582,16.981,33.6974,29.1905,25.4895,22.2966,29.7657,30.5003,31.3313,28.2328
min,25.2,16.5,9.6,9.3,26.6,14.6,19.2,7.1,16.6,18,13.1,10,17.9,25.1,17.7,9.1
max,46.5,33.6,24.3,28,41.7,29.2,31.5,25,41.2,41.9,40.2,34,35.5,39.9,43.5,37.7
mean,35.7167,26.675,17.6632,16.281,34.505,22.0214,26.5286,16.9636,33.6929,29.1,25.4429,22.3091,29.8,30.4917,31.2154,28.1
std. dev.,4.9953,5.2883,4.3235,4.6458,4.2454,4.2512,4.0832,5.3335,7.2301,8.2911,7.4815,6.352,4.8329,4.3498,7.6079,9.3369
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - No bedroom,,,,,,,,,,,,,,,,
value,2.2824,1.7908,1.9313,1.7577,1.4686,2.2279,6.1324,1.5885,3.455,2.6689,2.1519,1.8608,4.2142,2.2498,2.0268,1.7559
min,1.2,1,0.9,0.6,0.4,1.2,1.4,0.9,1.8,2,0.9,0.5,2.1,1.1,0.7,0.3
max,3.3,2.6,3.5,3.5,2.4,4.2,16.5,3.1,6.9,3.4,3.6,5.9,7.2,3.4,3.6,3.3
mean,2.2778,1.7923,1.9263,1.7619,1.4682,2.2286,6.1714,1.6045,3.4667,2.6727,2.15,1.8696,4.2308,2.2615,2.0231,1.7412
std. dev.,0.6131,0.4609,0.5782,0.7553,0.5158,0.8844,6.7921,0.5429,1.2437,0.5551,0.907,1.2137,1.7423,0.7321,0.9185,0.9138
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - 5 or more bedrooms,,,,,,,,,,,,,,,,
value,3.9497,6.9064,5.0978,3.468,8.3669,5.8451,3.6997,2.5347,4.9049,5.1473,2.1837,2.8904,4.9562,3.1819,2.9678,1.9628
min,2.8,3.9,2.8,2.3,2.4,2.9,2.6,0.7,2.8,2.5,1,1.5,2.1,1.1,1.5,0.3
max,6.2,19.4,14.6,6,26.2,8.4,5.3,4.4,8.1,8.7,3,4.6,9.6,6.1,4.7,4
mean,3.9611,6.9385,5.1,3.4571,8.2864,5.8357,3.7,2.5364,4.9133,5.1273,2.1857,2.9043,4.9154,3.1538,2.9692,1.9647
std. dev.,1.0216,4.0188,2.9528,0.7514,6.1331,1.5727,1.0954,1.0891,1.71,1.6511,0.7199,0.9594,2.1365,1.4998,1.0411,0.8565
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - 4 bedrooms,,,,,,,,,,,,,,,,
value,16.9595,20.1697,16.6507,15.917,20.2252,19.1204,15.7945,13.9413,17.9993,18.0238,15.6151,15.9075,17.7203,16.456,16.7207,11.8953
min,12.6,16.5,12.5,10.7,14,15.6,11.3,10.4,11.6,13.6,10.8,11.3,12.7,11.7,13.7,4.8
max,21,26.8,21.5,18.9,25.1,22.7,18.6,18.1,24.8,21.3,22.9,23.8,25.8,22,19.2,16.9
mean,16.9944,20.1154,16.6842,15.9571,20.1955,19.1571,15.8143,13.9591,17.9733,18.0273,15.6,15.9,17.6308,16.4308,16.7154,11.9235
std. dev.,2.4327,2.7637,2.0359,2.2622,2.6766,1.963,2.5674,1.792,3.2638,2.3139,2.878,2.7956,4.0076,3.5198,1.6994,3.3583
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - 3 bedrooms,,,,,,,,,,,,,,,,
value,37.5874,38.2104,39.8747,42.1402,41.3017,35.2651,39.7958,48.3668,35.2198,36.2215,46.921,49.087,32.3255,44.5159,42.377,44.6748
min,32.2,30.5,25.6,35.2,26.2,26.8,37.4,38.8,28.8,31.7,41.4,43.2,27.7,35.5,33,35.3
max,43.4,47.7,46.7,48.7,49,45.7,43.7,55,40.5,39.9,51.2,55.9,39.8,53,53.5,50.9
mean,37.6,38.2615,39.8474,42.1762,41.4364,35.25,39.8,48.3318,35.1867,36.2455,46.9143,49.0348,32.3077,44.5385,42.4,44.7
std. dev.,2.7493,5.6494,4.8636,3.5246,6.3471,4.9649,2.3707,3.5821,3.9042,2.575,2.9843,3.1394,3.6142,4.5721,5.7993,3.8456
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - 2 bedrooms,,,,,,,,,,,,,,,,
value,27.2093,24.1075,26.8072,26.8893,21.7037,27.0552,24.4934,25.9347,26.9264,26.1879,23.9498,23.8507,27.2476,26.2443,27.1152,31.9088
min,20.6,20.5,21.5,23.5,16.5,21.3,20.7,20.6,23,20.6,20.4,17.5,21.1,20.6,22.2,21.8
max,32.5,28.4,34.2,34.4,25.3,31.4,28.8,31,36.3,31.9,28.9,29.7,32.2,34.1,37,44.5
mean,27.1722,24.0769,26.7789,26.8333,21.6909,27.0714,24.4571,25.9182,26.9667,26.1636,23.9857,23.8522,27.3154,26.2538,27.1154,31.9059
std. dev.,3.3316,2.491,2.828,2.7956,2.5869,3.0953,2.733,2.393,3.1167,3.8101,2.5603,3.3136,2.9941,3.547,3.8083,6.228
,,,,,,,,,,,,,,,,
2015 Estimate; BEDROOMS - Total housing units - 1 bedroom,,,,,,,,,,,,,,,,
value,11.9843,8.8074,9.6273,9.8233,6.9249,10.4715,10.0559,7.6021,11.4676,11.7965,9.1714,6.3961,13.552,7.3603,8.7776,7.7896
min,9.8,4.8,7.4,6.4,3.8,7.1,6.5,4.6,6.2,6.5,5.7,3.3,8.7,5,2.7,4.7
max,14.9,13.2,11.7,13.1,9.8,15,12.8,10.3,15.2,15.6,13.8,10.3,21,10.7,13,16
mean,11.9667,8.8077,9.6526,9.8095,6.9136,10.4429,10.0286,7.6182,11.4667,11.8091,9.1571,6.4304,13.6154,7.3692,8.7615,7.7529
std. dev.,1.5515,2.2123,1.4804,1.6248,1.8164,2.1543,2.4891,1.5732,2.5778,2.9797,2.4441,1.7403,3.4559,1.7533,2.9526,2.7459
,,,,,,,,,,,,,,,,
2014 Percent Units Authorized,,,,,,,,,,,,,,,,
